variant,iteration,model_id,run_id,run_json,version,timestamp,provider,harness,harness_version,policy_version,policy_enabled_features,total_runtime_sec,overall_score,quality_score,speed_score,reliability_score,value_score,speed_metrics_generation_tok_per_sec,analysis_failure_classes_json,analysis_json,benchloop_model_id,iteration_id,machine_backend,machine_cpu,machine_endpoint,machine_gpu,machine_gpu_memory_gb,machine_hardware_label,machine_is_remote,machine_machine_id,machine_os,machine_remote_host,machine_system_memory_gb,model_alias,model_family,model_model_id,model_parameter_count,model_quantization,policy_json,sampler_temp,sampler_top_k,sampler_top_p,speed_metrics_prompt_eval_tok_per_sec,speed_metrics_total_latency_ms,speed_metrics_ttft_ms,suite_agent_fail_count,suite_agent_median_latency_ms,suite_agent_pass_count,suite_agent_score,suite_agent_task_count,suite_coding_fail_count,suite_coding_median_latency_ms,suite_coding_pass_count,suite_coding_score,suite_coding_task_count,suite_dataextract_fail_count,suite_dataextract_median_latency_ms,suite_dataextract_pass_count,suite_dataextract_score,suite_dataextract_task_count,suite_instructfollow_fail_count,suite_instructfollow_median_latency_ms,suite_instructfollow_pass_count,suite_instructfollow_score,suite_instructfollow_task_count,suite_reasonmath_fail_count,suite_reasonmath_median_latency_ms,suite_reasonmath_pass_count,suite_reasonmath_score,suite_reasonmath_task_count,suite_speed_fail_count,suite_speed_median_latency_ms,suite_speed_pass_count,suite_speed_score,suite_speed_task_count,suite_toolcall_fail_count,suite_toolcall_median_latency_ms,suite_toolcall_pass_count,suite_toolcall_score,suite_toolcall_task_count
gemma4_harness_optimized_17x,6,gemma-4-E2B-it-qat-UD-Q4_K_XL,2026-06-06T16:21:32.946238+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter06,results/benchloop/gemma4-harness-optimized/iteration-06/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T16:21:32.946238+00:00,openai_compat,raw,v1,iter-06,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls,378.6543152919912,72.56128370786517,75.975,71.01,66.29213483146067,24.51020153456951,48.66471322695772,"{""tool_partial_batch"":1,""coding_semantic"":6,""semantic_extraction"":11,""format_or_instruction"":7,""semantic_math"":6,""answer_line"":2,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-06/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter06,iteration-06,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E2B-it-qat-UD-Q4_K_XL,,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter06,,,results/benchloop/gemma4-harness-optimized/iteration-06/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,2753.00755089524,0,1,0,7,96.88,8,6,4950.483916996745,6,62.5,12,8,3680.167458980577,7,79.47,15,7,934.653791016899,8,66.67,15,8,8737.394166993909,7,50.33,15,0,3031.3550000137184,9,71.01,9,0,770.6868330133148,15,100,15
gemma4_harness_optimized_17x,6,gemma-4-E4B-it-qat-UD-Q4_K_XL,2026-06-06T16:27:55.143600+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter06,results/benchloop/gemma4-harness-optimized/iteration-06/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T16:27:55.143600+00:00,openai_compat,raw,v1,iter-06,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls,619.7553566659917,72.59119475655432,76.88666666666667,61.63,71.91011235955057,16.023419989716828,28.981056650307764,"{""tool_partial_batch"":2,""format_cleanup"":1,""coding_semantic"":6,""semantic_extraction"":9,""format_or_instruction"":7,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-06/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter06,iteration-06,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E4B-it-qat-UD-Q4_K_XL,,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter06,,,results/benchloop/gemma4-harness-optimized/iteration-06/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,4789.819490778933,0,2,0,6,90.62,8,7,8364.801770978374,5,54.17,12,3,6088.20412500063,12,88.75,15,7,1713.701000000583,8,67.78,15,6,12378.702624992002,9,60,15,0,5228.137083002366,9,61.63,9,0,957.8443329955917,15,100,15
gemma4_harness_optimized_17x,7,gemma-4-E2B-it-qat-UD-Q4_K_XL,2026-06-06T16:38:18.190327+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter07,results/benchloop/gemma4-harness-optimized/iteration-07/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T16:38:18.190327+00:00,openai_compat,raw,v1,iter-07,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls,377.951459666976,68.95285486891386,71.35166666666667,71.3,61.79775280898876,21.784608195510092,49.4052326245905,"{""tool_partial_batch"":3,""coding_semantic"":7,""format_cleanup"":2,""semantic_extraction"":11,""format_or_instruction"":9,""semantic_math"":6,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-07/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter07,iteration-07,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E2B-it-qat-UD-Q4_K_XL,,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter07,,,results/benchloop/gemma4-harness-optimized/iteration-07/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,2870.346000004146,0,2,0,6,90.62,8,9,4959.4392709987005,3,39.58,12,7,3709.4883329991717,8,78.68,15,9,986.2022080051247,6,62.23,15,7,9061.430708999978,8,57,15,0,3076.2052499921992,9,71.3,9,0,510.11862501036376,15,100,15
gemma4_harness_optimized_17x,7,gemma-4-E4B-it-qat-UD-Q4_K_XL,2026-06-06T16:44:39.685606+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter07,results/benchloop/gemma4-harness-optimized/iteration-07/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T16:44:39.685606+00:00,openai_compat,raw,v1,iter-07,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls,586.6157064579893,70.35368258426966,74.90499999999999,61.51,67.41573033707866,14.514391313168518,28.74264795122707,"{""tool_partial_batch"":1,""coding_semantic"":6,""format_cleanup"":2,""semantic_extraction"":9,""format_or_instruction"":6,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9,""tool_missing"":1}",results/benchloop/gemma4-harness-optimized/iteration-07/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter07,iteration-07,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E4B-it-qat-UD-Q4_K_XL,,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter07,,,results/benchloop/gemma4-harness-optimized/iteration-07/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,4809.826967772096,0,1,0,7,96.88,8,8,8346.726125004352,4,45.83,12,7,6055.218124995008,8,82.83,15,6,1759.4082920113578,9,68.89,15,6,11504.513916006545,9,60,15,0,5220.440916978987,9,61.51,9,1,881.1471670051105,14,95,15
gemma4_harness_optimized_17x,8,gemma-4-E2B-it-qat-UD-Q4_K_XL,2026-06-06T16:54:29.647458+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter08,results/benchloop/gemma4-harness-optimized/iteration-08/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T16:54:29.647458+00:00,openai_compat,raw,v1,iter-08,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax,383.0793211669952,67.76664044943821,70.34,70.96,59.55056179775281,20.330344127439773,48.535164171386945,"{""tool_partial_batch"":2,""coding_semantic"":8,""format_cleanup"":1,""semantic_extraction"":11,""numeric_string"":1,""format_or_instruction"":9,""semantic_math"":6,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-08/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter08,iteration-08,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E2B-it-qat-UD-Q4_K_XL,,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter08,,,results/benchloop/gemma4-harness-optimized/iteration-08/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,2815.201504783343,0,2,0,6,93.75,8,9,4931.002312005148,3,41.67,12,9,3915.9660000004806,6,69.95,15,9,988.921542011667,6,63.34,15,7,9374.700374988606,8,53.33,15,0,3114.6500000031665,9,70.96,9,0,518.2191249914467,15,100,15
gemma4_harness_optimized_17x,8,gemma-4-E4B-it-qat-UD-Q4_K_XL,2026-06-06T17:00:56.259150+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter08,results/benchloop/gemma4-harness-optimized/iteration-08/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T17:00:56.259150+00:00,openai_compat,raw,v1,iter-08,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax,624.3884922089928,71.37173033707866,75.72,61.55,69.66292134831461,15.21844293518255,28.85080477376853,"{""tool_partial_batch"":4,""coding_semantic"":7,""semantic_extraction"":10,""format_or_instruction"":6,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9,""tool_missing"":1}",results/benchloop/gemma4-harness-optimized/iteration-08/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter08,iteration-08,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E4B-it-qat-UD-Q4_K_XL,,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter08,,,results/benchloop/gemma4-harness-optimized/iteration-08/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,4728.643208447869,0,2,0,6,87.5,8,7,8345.745604019612,5,56.25,12,5,6550.633500010008,10,86.68,15,6,1670.1472499989904,9,68.89,15,6,11611.288417014293,9,60,15,0,5149.692500010133,9,61.55,9,1,873.3980839897413,14,95,15
gemma4_harness_optimized_17x,9,gemma-4-E2B-it-qat-UD-Q4_K_XL,2026-06-06T17:11:23.960852+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter09,results/benchloop/gemma4-harness-optimized/iteration-09/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T17:11:23.960852+00:00,openai_compat,raw,v1,iter-09,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args,378.9227182919858,70.28831928838952,72.79833333333333,71.19,64.04494382022472,22.92409742265939,49.168386846544,"{""tool_partial_batch"":1,""coding_semantic"":8,""format_cleanup"":1,""semantic_extraction"":12,""format_or_instruction"":9,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-09/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter09,iteration-09,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E2B-it-qat-UD-Q4_K_XL,,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter09,,,results/benchloop/gemma4-harness-optimized/iteration-09/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,2908.8581665516053,0,1,0,7,93.75,8,9,4916.046083497349,3,41.67,12,7,3941.7242920026183,8,81.37,15,9,953.3725829969626,6,60,15,6,9416.15649999585,9,60,15,0,3096.537083009025,9,71.19,9,0,523.7482500087935,15,100,15
gemma4_harness_optimized_17x,9,gemma-4-E4B-it-qat-UD-Q4_K_XL,2026-06-06T17:17:46.405031+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter09,results/benchloop/gemma4-harness-optimized/iteration-09/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T17:17:46.405031+00:00,openai_compat,raw,v1,iter-09,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args,573.665676582983,71.80748033707866,76.545,61.46,69.66292134831461,15.350657662896396,28.787799965817687,"{""tool_partial_batch"":1,""coding_semantic"":7,""format_cleanup"":1,""semantic_extraction"":10,""format_or_instruction"":7,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-09/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter09,iteration-09,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E4B-it-qat-UD-Q4_K_XL,,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter09,,,results/benchloop/gemma4-harness-optimized/iteration-09/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,4772.935824109784,0,1,0,7,96.88,8,8,8330.461145495065,4,47.92,12,5,6046.389916999033,10,87.8,15,7,1733.331208000891,8,66.67,15,6,11645.630166021874,9,60,15,0,5196.504249994177,9,61.46,9,0,892.3926250135992,15,100,15
gemma4_harness_optimized_17x,10,gemma-4-E2B-it-qat-UD-Q4_K_XL,2026-06-06T17:27:23.368371+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter10,results/benchloop/gemma4-harness-optimized/iteration-10/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T17:27:23.368371+00:00,openai_compat,raw,v1,iter-10,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls,380.48332041699905,68.78527153558053,71.16333333333334,70.98,61.79775280898876,21.346889899824628,48.540656392278756,"{""tool_partial_batch"":2,""coding_semantic"":8,""format_cleanup"":1,""semantic_extraction"":12,""numeric_string"":1,""format_or_instruction"":8,""semantic_math"":6,""answer_line"":2,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-10/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter10,iteration-10,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E2B-it-qat-UD-Q4_K_XL,,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter10,,,results/benchloop/gemma4-harness-optimized/iteration-10/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,2796.726402774867,0,2,0,6,93.75,8,9,4939.363229001174,3,41.67,12,7,3528.6000829946715,8,76.78,15,8,993.1534589850344,7,64.45,15,8,8947.848000010708,7,50.33,15,0,3069.530750013655,9,70.98,9,0,534.6986250078771,15,100,15
gemma4_harness_optimized_17x,10,gemma-4-E4B-it-qat-UD-Q4_K_XL,2026-06-06T17:33:47.369611+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter10,results/benchloop/gemma4-harness-optimized/iteration-10/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T17:33:47.369611+00:00,openai_compat,raw,v1,iter-10,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls,603.6610651670198,70.10493258426968,74.5,61.38,67.41573033707866,14.385493708770506,28.642258167350665,"{""tool_partial_batch"":1,""coding_semantic"":8,""format_cleanup"":2,""semantic_extraction"":9,""format_or_instruction"":7,""semantic_math"":4,""answer_line"":1,""speed_measurement"":9,""tool_missing"":1}",results/benchloop/gemma4-harness-optimized/iteration-10/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter10,iteration-10,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E4B-it-qat-UD-Q4_K_XL,,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter10,,,results/benchloop/gemma4-harness-optimized/iteration-10/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,4762.207796105132,0,1,0,7,96.88,8,10,8317.664166999748,2,33.33,12,5,6126.13970899838,10,85.12,15,7,1802.0742500084452,8,70,15,5,10957.119833008619,10,66.67,15,0,5210.411332984222,9,61.38,9,1,1223.5892910102848,14,95,15
gemma4_harness_optimized_17x,11,gemma-4-E2B-it-qat-UD-Q4_K_XL,2026-06-06T17:43:54.320051+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter11,results/benchloop/gemma4-harness-optimized/iteration-11/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T17:43:54.320051+00:00,openai_compat,raw,v1,iter-11,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard,381.3510457910015,71.62865262172285,75.31166666666667,70.98,64.04494382022472,23.432313664143756,48.58118057030362,"{""tool_partial_batch"":3,""coding_semantic"":6,""format_cleanup"":1,""semantic_extraction"":11,""format_or_instruction"":7,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-11/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter11,iteration-11,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E2B-it-qat-UD-Q4_K_XL,,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter11,,,results/benchloop/gemma4-harness-optimized/iteration-11/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,2801.7772594466805,0,3,0,5,90.62,8,7,4909.446166493581,5,54.17,12,9,3388.357999996515,6,79.3,15,7,960.4677500028629,8,67.78,15,6,9078.732041991316,9,60,15,0,3100.612749985885,9,70.98,9,0,525.3156249818858,15,100,15
gemma4_harness_optimized_17x,11,gemma-4-E4B-it-qat-UD-Q4_K_XL,2026-06-06T17:50:19.244788+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter11,results/benchloop/gemma4-harness-optimized/iteration-11/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T17:50:19.244788+00:00,openai_compat,raw,v1,iter-11,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard,618.1331450829748,68.78928370786517,72.575,61.5,66.29213483146067,13.862507948517099,28.813283918284924,"{""tool_partial_batch"":2,""coding_semantic"":8,""format_cleanup"":1,""semantic_extraction"":11,""format_or_instruction"":9,""semantic_math"":5,""answer_line"":1,""speed_measurement"":9,""tool_missing"":1}",results/benchloop/gemma4-harness-optimized/iteration-11/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter11,iteration-11,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E4B-it-qat-UD-Q4_K_XL,,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter11,,,results/benchloop/gemma4-harness-optimized/iteration-11/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,4787.753379674137,0,2,0,6,90.62,8,9,8384.398249996593,3,41.67,12,3,6139.9982500006445,12,87.05,15,9,1623.9090410235804,6,61.11,15,6,12462.368874985259,9,60,15,0,5243.015541986097,9,61.5,9,1,884.0211659844499,14,95,15
gemma4_harness_optimized_17x,12,gemma-4-E2B-it-qat-UD-Q4_K_XL,2026-06-06T18:00:40.690608+00:00-gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter12,results/benchloop/gemma4-harness-optimized/iteration-12/gemma-4-E2B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T18:00:40.690608+00:00,openai_compat,raw,v1,iter-12,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls,383.4959948750038,67.85705711610487,70.47166666666666,71.05,59.55056179775281,20.482720658723387,48.80757569172628,"{""tool_partial_batch"":2,""coding_semantic"":7,""format_cleanup"":1,""semantic_extraction"":10,""format_or_instruction"":8,""semantic_math"":8,""answer_line"":2,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-12/gemma-4-E2B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter12,iteration-12,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E2B-it-qat-UD-Q4_K_XL,,gemma-4-E2B-it-qat-UD-Q4_K_XL-harness-iter12,,,results/benchloop/gemma4-harness-optimized/iteration-12/gemma-4-E2B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,2810.034319777818,0,2,0,6,93.75,8,8,4905.616749994806,4,47.92,12,8,3495.6587080087047,7,83.38,15,8,997.874666005373,7,64.45,15,10,9804.068249999546,5,33.33,15,0,3057.7768329821993,9,71.05,9,0,620.4464159964118,15,100,15
gemma4_harness_optimized_17x,12,gemma-4-E4B-it-qat-UD-Q4_K_XL,2026-06-06T18:07:07.723524+00:00-gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter12,results/benchloop/gemma4-harness-optimized/iteration-12/gemma-4-E4B-it-qat-UD-Q4_K_XL/run.json,0.1.0,2026-06-06T18:07:07.723524+00:00,openai_compat,raw,v1,iter-12,enforce_sampler;cap_max_tokens_by_task;strip_reasoning;strip_markdown_fences;extract_python_code;repair_json;parse_escaped_json;coerce_numeric_json_values;parse_tagged_tool_calls;parse_json_tool_calls;parse_function_syntax;normalize_tool_args;dedupe_tool_calls;direct_answer_guard;synthesize_obvious_tool_calls,601.252435250004,71.48248033707866,75.925,61.54,69.66292134831461,15.240426359291819,28.81446983922954,"{""tool_partial_batch"":1,""coding_semantic"":8,""semantic_extraction"":10,""format_or_instruction"":7,""semantic_math"":6,""answer_line"":1,""speed_measurement"":9}",results/benchloop/gemma4-harness-optimized/iteration-12/gemma-4-E4B-it-qat-UD-Q4_K_XL/analysis.json,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter12,iteration-12,ollama,,http://127.0.0.1:8092,Apple M1 Pro,25,Apple M1 Pro 32GB unified memory,true,remote:127.0.0.1,remote,127.0.0.1,0,gemma-4-E4B-it-qat-UD-Q4_K_XL,,gemma-4-E4B-it-qat-UD-Q4_K_XL-harness-iter12,,,results/benchloop/gemma4-harness-optimized/iteration-12/gemma-4-E4B-it-qat-UD-Q4_K_XL/policy.json,1,64,0.95,0,4747.11482888799,0,1,0,7,96.88,8,8,8356.742937496165,4,50,12,4,5965.070875012316,11,85,15,7,1709.40208400134,8,66.67,15,7,12050.762375001796,8,57,15,0,5209.712208976271,9,61.54,9,0,1214.547624986153,15,100,15
